FID,gid,capacity_factor
west_wind_site_metadata.103889,103889,37.5
west_wind_site_metadata.103890,103890,36.9375
west_wind_site_metadata.103891,103891,36.59375
west_wind_site_metadata.103892,103892,36.09375
west_wind_site_metadata.103893,103893,35.65625
west_wind_site_metadata.103894,103894,35.1875
west_wind_site_metadata.103895,103895,34.53125
west_wind_site_metadata.103896,103896,34.125
west_wind_site_metadata.103897,103897,33.3125
west_wind_site_metadata.103898,103898,32.75
west_wind_site_metadata.103899,103899,31.96875
west_wind_site_metadata.103900,103900,31.203125
west_wind_site_metadata.103901,103901,30.703125
west_wind_site_metadata.103902,103902,25.65625
west_wind_site_metadata.103903,103903,16.71875
west_wind_site_metadata.103904,103904,20.1875
west_wind_site_metadata.103905,103905,24.71875
west_wind_site_metadata.103906,103906,27.796875
west_wind_site_metadata.103907,103907,24.359375
west_wind_site_metadata.103908,103908,22.328125
west_wind_site_metadata.103909,103909,23.65625
west_wind_site_metadata.103910,103910,29.921875
west_wind_site_metadata.103911,103911,31.34375
west_wind_site_metadata.103912,103912,30.3125
west_wind_site_metadata.103913,103913,30.96875
west_wind_site_metadata.103914,103914,30.609375
west_wind_site_metadata.103915,103915,30.578125
west_wind_site_metadata.103916,103916,30.140625
west_wind_site_metadata.103917,103917,30.5
west_wind_site_metadata.103918,103918,30.921875
west_wind_site_metadata.103919,103919,31.8125
west_wind_site_metadata.103920,103920,33.8125
west_wind_site_metadata.103921,103921,36.8125
west_wind_site_metadata.103922,103922,37.71875
west_wind_site_metadata.103923,103923,36.71875
west_wind_site_metadata.103924,103924,37.8125
west_wind_site_metadata.103925,103925,37
west_wind_site_metadata.103926,103926,38.34375
west_wind_site_metadata.103927,103927,38
west_wind_site_metadata.103928,103928,39
west_wind_site_metadata.103929,103929,38.59375
west_wind_site_metadata.103930,103930,38.5625
west_wind_site_metadata.103931,103931,38.625
west_wind_site_metadata.103932,103932,39.03125
west_wind_site_metadata.103933,103933,39.375
west_wind_site_metadata.103934,103934,39.9375
west_wind_site_metadata.103935,103935,40.5
west_wind_site_metadata.103936,103936,41.15625
west_wind_site_metadata.103937,103937,42.65625
west_wind_site_metadata.103938,103938,42
west_wind_site_metadata.103939,103939,44.3125
west_wind_site_metadata.103940,103940,43.34375
west_wind_site_metadata.103941,103941,44.125
west_wind_site_metadata.103942,103942,44.46875
west_wind_site_metadata.103944,103944,43.5625
west_wind_site_metadata.103945,103945,42.65625
west_wind_site_metadata.103946,103946,42.1875
west_wind_site_metadata.103947,103947,42.65625
west_wind_site_metadata.103948,103948,41.0625
west_wind_site_metadata.103949,103949,42
west_wind_site_metadata.103950,103950,40.875
west_wind_site_metadata.103951,103951,41.15625
west_wind_site_metadata.103952,103952,40.5625
west_wind_site_metadata.103953,103953,40.5
west_wind_site_metadata.103954,103954,40
west_wind_site_metadata.103955,103955,40.03125
west_wind_site_metadata.103956,103956,39.3125
west_wind_site_metadata.103957,103957,39.40625
west_wind_site_metadata.103958,103958,39.0625
west_wind_site_metadata.103959,103959,39.125
west_wind_site_metadata.103960,103960,39.15625
west_wind_site_metadata.103961,103961,39.28125
west_wind_site_metadata.103962,103962,39.34375
west_wind_site_metadata.103963,103963,39.28125
west_wind_site_metadata.103964,103964,39.40625
west_wind_site_metadata.103965,103965,39.09375
west_wind_site_metadata.103966,103966,38.75
west_wind_site_metadata.103967,103967,38.21875
west_wind_site_metadata.103968,103968,37.96875
west_wind_site_metadata.103969,103969,37.34375
west_wind_site_metadata.103970,103970,36.875
west_wind_site_metadata.103971,103971,36.25
west_wind_site_metadata.103972,103972,35.78125
west_wind_site_metadata.103973,103973,35.3125
west_wind_site_metadata.103974,103974,34.78125
west_wind_site_metadata.103975,103975,34.5
west_wind_site_metadata.103976,103976,33.8125
west_wind_site_metadata.103977,103977,33.34375
west_wind_site_metadata.103978,103978,25.734375
west_wind_site_metadata.103979,103979,28.34375
west_wind_site_metadata.103980,103980,28.265625
west_wind_site_metadata.103981,103981,25.75
west_wind_site_metadata.103982,103982,20.859375
west_wind_site_metadata.103983,103983,18.453125
west_wind_site_metadata.103984,103984,26.953125
west_wind_site_metadata.103985,103985,26.9375
west_wind_site_metadata.103986,103986,27.828125
west_wind_site_metadata.103987,103987,27.375
west_wind_site_metadata.103988,103988,22.015625
west_wind_site_metadata.103989,103989,25.09375
west_wind_site_metadata.103990,103990,26.796875
west_wind_site_metadata.103991,103991,28.140625
west_wind_site_metadata.103992,103992,28.71875
west_wind_site_metadata.103993,103993,29.5
west_wind_site_metadata.103994,103994,29.671875
west_wind_site_metadata.103995,103995,26.59375
west_wind_site_metadata.103996,103996,31.421875
west_wind_site_metadata.103997,103997,30.3125
west_wind_site_metadata.103998,103998,31.265625
west_wind_site_metadata.103999,103999,31.03125
west_wind_site_metadata.104000,104000,30.796875
west_wind_site_metadata.104001,104001,31.34375
west_wind_site_metadata.104002,104002,31.359375
west_wind_site_metadata.104003,104003,31.5625
west_wind_site_metadata.104004,104004,31.53125
west_wind_site_metadata.104005,104005,30.921875
west_wind_site_metadata.104006,104006,32.0625
west_wind_site_metadata.104007,104007,31
west_wind_site_metadata.104008,104008,31.8125
west_wind_site_metadata.104009,104009,31.84375
west_wind_site_metadata.104010,104010,32.5625
west_wind_site_metadata.104011,104011,28.890625
west_wind_site_metadata.104012,104012,35.46875
west_wind_site_metadata.104013,104013,39.90625
west_wind_site_metadata.104014,104014,37.125
west_wind_site_metadata.104015,104015,35.6875
west_wind_site_metadata.104016,104016,36.8125
west_wind_site_metadata.104017,104017,35.96875
west_wind_site_metadata.104018,104018,36.40625
west_wind_site_metadata.104019,104019,37.5
west_wind_site_metadata.104020,104020,38.21875
west_wind_site_metadata.104021,104021,39.25
west_wind_site_metadata.104022,104022,40.78125
west_wind_site_metadata.104023,104023,41.25
west_wind_site_metadata.104024,104024,43.21875
west_wind_site_metadata.104025,104025,43.96875
west_wind_site_metadata.104026,104026,44.46875
west_wind_site_metadata.104027,104027,45.34375
west_wind_site_metadata.104029,104029,44.21875
west_wind_site_metadata.104030,104030,43.5
west_wind_site_metadata.104031,104031,42.78125
west_wind_site_metadata.104032,104032,43.34375
west_wind_site_metadata.104033,104033,41.71875
west_wind_site_metadata.104034,104034,42.9375
west_wind_site_metadata.104035,104035,41.28125
west_wind_site_metadata.104036,104036,42
west_wind_site_metadata.104037,104037,40.78125
west_wind_site_metadata.104038,104038,41.09375
west_wind_site_metadata.104039,104039,40.1875
west_wind_site_metadata.104040,104040,40.40625
west_wind_site_metadata.104041,104041,40
west_wind_site_metadata.104042,104042,39.90625
west_wind_site_metadata.104043,104043,40.40625
west_wind_site_metadata.104044,104044,40.15625
west_wind_site_metadata.104045,104045,40.75
west_wind_site_metadata.104046,104046,40.59375
west_wind_site_metadata.104047,104047,40.625
west_wind_site_metadata.104048,104048,40.59375
west_wind_site_metadata.104049,104049,40.40625
west_wind_site_metadata.104050,104050,40.15625
west_wind_site_metadata.104051,104051,39.8125
west_wind_site_metadata.104052,104052,39.3125
west_wind_site_metadata.104053,104053,39.25
west_wind_site_metadata.104054,104054,38.53125
west_wind_site_metadata.104055,104055,38.3125
west_wind_site_metadata.104056,104056,37.65625
west_wind_site_metadata.104057,104057,37.25
west_wind_site_metadata.104058,104058,36.9375
west_wind_site_metadata.104059,104059,36.3125
west_wind_site_metadata.104060,104060,36.0625
west_wind_site_metadata.104061,104061,35.09375
west_wind_site_metadata.104062,104062,34.71875
west_wind_site_metadata.104063,104063,33.875
west_wind_site_metadata.104064,104064,26.078125
west_wind_site_metadata.104065,104065,28.09375
west_wind_site_metadata.104066,104066,30.078125
west_wind_site_metadata.104067,104067,28.5
west_wind_site_metadata.104068,104068,20.90625
west_wind_site_metadata.104069,104069,17.109375
west_wind_site_metadata.104070,104070,23.703125
west_wind_site_metadata.104071,104071,24.421875
west_wind_site_metadata.104072,104072,25.703125
west_wind_site_metadata.104073,104073,27.71875
west_wind_site_metadata.104074,104074,28.296875
west_wind_site_metadata.104075,104075,32.15625
west_wind_site_metadata.104076,104076,32.90625
west_wind_site_metadata.104077,104077,31.796875
west_wind_site_metadata.104078,104078,32.71875
west_wind_site_metadata.104079,104079,31.75
west_wind_site_metadata.104080,104080,31.75
west_wind_site_metadata.104081,104081,36.875
west_wind_site_metadata.104082,104082,36.75
west_wind_site_metadata.104083,104083,33.84375
west_wind_site_metadata.104084,104084,37.28125
west_wind_site_metadata.104085,104085,38.125
west_wind_site_metadata.104086,104086,39.15625
west_wind_site_metadata.104087,104087,40.46875
west_wind_site_metadata.104088,104088,40.5
west_wind_site_metadata.104089,104089,41.84375
west_wind_site_metadata.104090,104090,41.9375
west_wind_site_metadata.104091,104091,42.1875
west_wind_site_metadata.104092,104092,43.03125
west_wind_site_metadata.104093,104093,42.3125
west_wind_site_metadata.104094,104094,42.53125
west_wind_site_metadata.104095,104095,42.09375
west_wind_site_metadata.104096,104096,41.59375
west_wind_site_metadata.104097,104097,42.3125
west_wind_site_metadata.104098,104098,40.78125
west_wind_site_metadata.104099,104099,42.25
west_wind_site_metadata.104100,104100,40.875
west_wind_site_metadata.104101,104101,41.96875
west_wind_site_metadata.104102,104102,41.125
west_wind_site_metadata.104103,104103,41.84375
west_wind_site_metadata.104104,104104,41.125
west_wind_site_metadata.104105,104105,41.46875
west_wind_site_metadata.104106,104106,40.8125
west_wind_site_metadata.104107,104107,40.40625
west_wind_site_metadata.104108,104108,40.40625
west_wind_site_metadata.104109,104109,40.3125
west_wind_site_metadata.104110,104110,40.1875
west_wind_site_metadata.104111,104111,39.8125
west_wind_site_metadata.104112,104112,39.21875
west_wind_site_metadata.104113,104113,39.03125
west_wind_site_metadata.104114,104114,38.21875
west_wind_site_metadata.104115,104115,38
west_wind_site_metadata.104116,104116,37.46875
west_wind_site_metadata.104117,104117,37.21875
west_wind_site_metadata.104118,104118,37.03125
west_wind_site_metadata.104119,104119,36.4375
west_wind_site_metadata.104120,104120,36.25
west_wind_site_metadata.104121,104121,35.21875
west_wind_site_metadata.104122,104122,34.84375
west_wind_site_metadata.104123,104123,33.90625
west_wind_site_metadata.104124,104124,27.890625
west_wind_site_metadata.104125,104125,27.9375
west_wind_site_metadata.104126,104126,26.375
west_wind_site_metadata.104127,104127,27.953125
west_wind_site_metadata.104128,104128,30.140625
west_wind_site_metadata.104129,104129,30.859375
west_wind_site_metadata.104130,104130,26.078125
west_wind_site_metadata.104131,104131,26.578125
west_wind_site_metadata.104132,104132,26.109375
west_wind_site_metadata.104133,104133,24.84375
west_wind_site_metadata.104134,104134,20.625
west_wind_site_metadata.104135,104135,25.09375
west_wind_site_metadata.104136,104136,25.1875
west_wind_site_metadata.104137,104137,27.015625
west_wind_site_metadata.104138,104138,32.875
west_wind_site_metadata.104139,104139,32
west_wind_site_metadata.104140,104140,32.65625
west_wind_site_metadata.104141,104141,32.96875
west_wind_site_metadata.104142,104142,35.1875
west_wind_site_metadata.104143,104143,37.25
west_wind_site_metadata.104144,104144,37.03125
west_wind_site_metadata.104145,104145,35.03125
west_wind_site_metadata.104146,104146,35.71875
west_wind_site_metadata.104147,104147,38.40625
west_wind_site_metadata.104148,104148,39.28125
west_wind_site_metadata.104149,104149,40.1875
west_wind_site_metadata.104150,104150,40.25
west_wind_site_metadata.104151,104151,41.03125
west_wind_site_metadata.104152,104152,40.53125
west_wind_site_metadata.104153,104153,40.5
west_wind_site_metadata.104154,104154,40.40625
west_wind_site_metadata.104155,104155,39.75
west_wind_site_metadata.104156,104156,40.71875
west_wind_site_metadata.104157,104157,39.5
west_wind_site_metadata.104158,104158,41.125
west_wind_site_metadata.104159,104159,39.6875
west_wind_site_metadata.104160,104160,41.15625
west_wind_site_metadata.104161,104161,40.21875
west_wind_site_metadata.104162,104162,41.15625
west_wind_site_metadata.104163,104163,41.09375
west_wind_site_metadata.104164,104164,41.25
west_wind_site_metadata.104165,104165,41.8125
west_wind_site_metadata.104166,104166,41.6875
west_wind_site_metadata.104167,104167,41.65625
west_wind_site_metadata.104168,104168,41.625
west_wind_site_metadata.104169,104169,41.34375
west_wind_site_metadata.104170,104170,41.1875
west_wind_site_metadata.104171,104171,40.40625
west_wind_site_metadata.104172,104172,40.5625
west_wind_site_metadata.104173,104173,39.5625
west_wind_site_metadata.104174,104174,39.375
west_wind_site_metadata.104175,104175,39.0625
west_wind_site_metadata.104176,104176,38.25
west_wind_site_metadata.104177,104177,38.28125
west_wind_site_metadata.104178,104178,37.40625
west_wind_site_metadata.104179,104179,37.25
west_wind_site_metadata.104180,104180,36.1875
west_wind_site_metadata.104181,104181,35.84375
west_wind_site_metadata.104182,104182,34.9375
west_wind_site_metadata.104183,104183,27.984375
west_wind_site_metadata.104184,104184,28.078125
west_wind_site_metadata.104185,104185,27.03125
west_wind_site_metadata.104186,104186,27.71875
west_wind_site_metadata.104187,104187,31.328125
west_wind_site_metadata.104188,104188,24.6875
west_wind_site_metadata.104189,104189,26.09375
west_wind_site_metadata.104190,104190,32.21875
west_wind_site_metadata.104191,104191,31.75
west_wind_site_metadata.104192,104192,32.65625
west_wind_site_metadata.104193,104193,33.90625
west_wind_site_metadata.104194,104194,36.4375
west_wind_site_metadata.104195,104195,36.21875
west_wind_site_metadata.104196,104196,33.5
west_wind_site_metadata.104197,104197,33.8125
west_wind_site_metadata.104198,104198,31.09375
west_wind_site_metadata.104199,104199,37.875
west_wind_site_metadata.104200,104200,38.5625
west_wind_site_metadata.104201,104201,38.53125
west_wind_site_metadata.104202,104202,39.28125
west_wind_site_metadata.104203,104203,38.875
west_wind_site_metadata.104204,104204,39.09375
west_wind_site_metadata.104205,104205,39.21875
west_wind_site_metadata.104206,104206,38.90625
west_wind_site_metadata.104207,104207,40.125
west_wind_site_metadata.104208,104208,39.1875
west_wind_site_metadata.104209,104209,41.90625
west_wind_site_metadata.104210,104210,41.0625
west_wind_site_metadata.104211,104211,41.65625
west_wind_site_metadata.104212,104212,41.25
west_wind_site_metadata.104213,104213,41.71875
west_wind_site_metadata.104214,104214,41.03125
west_wind_site_metadata.104215,104215,40.40625
west_wind_site_metadata.104216,104216,40
west_wind_site_metadata.104217,104217,39.09375
west_wind_site_metadata.104218,104218,39.0625
west_wind_site_metadata.104219,104219,37.90625
